id,respondido_en,2_edad,3_sexo,4_alcaldia_de_residencia,5_colonia_de_residencia,6_cual_es_tu_medio_de_transporte_mas_comun,7_estas_de_acuerdo_en_que_se_realice_la_ampliacion_de_la_linea_3_del_metrobus,8_si_respondiste_si_que_recomendaciones_harias_para_minimizar_las_afectaciones,9_si_respondiste_parcialmente_cuales_son_las_consideraciones_que_deberian_tomarse_en_cuenta_para_que,10_si_respondiste_no_queremos_conocer_tus_argumentos,11_te_beneficia_la_ampliacion_de_la_linea_3_del_metrobus
847,2019-11-13T17:32:32+00:00,38.0,F,Cuauhtémoc,San Rafael,Bicicleta,Sí,"Ojalá que se capacite adecuadamente a todos los conductores de Metrobús para el respeto a todos los usuarios de las vías por donde transitan, ciclistas sobre todo.

Ojalá que se puedan incorporar vehículos que contaminen menos.

Además es deseable se contemple un carril confinado para ciclistas debido a que esta avenida la transito muy seguido y se puede realizar también; si se prevee que paulatinamente haya una disminución del flujo de autos particulares y transporte público, se puede promover e incentivar el uso de la bici a la par, situación que nos beneficia a todos los habitantes de la Ciudad.
Gracias.",,,Sí
848,2019-11-13T16:27:16+00:00,32.0,F,Cuauhtémoc,Centro,"Bicicleta, Transporte público",Sí,"Comunicación efectiva con las y los vecinos, señalización en todos los tramos y comunicación sobre avances y retrasos en la obra para toda la comunidad.",,,Sí
849,2019-11-13T02:57:17+00:00,36.0,F,Cuauhtémoc,GUERRERO,"A pie, Transporte público, Taxi",Sí,"Qué se de prioridad a los peatones, reforesten con especies qué no sean un problema en el futuro y se incentive el uso de bicicletas.",,,Sí
850,2019-11-12T17:04:50+00:00,28.0,F,Cuauhtémoc,San Simón Tolnahuac,Transporte público,Sí,"Realizar la mayo parte de los trabajos y cierres nocturnos.
Gestionar el tránsito vial con agentes calificados sobre todo en horas pico.",,,Sí
851,2019-11-12T00:51:56+00:00,32.0,F,Cuauhtémoc,Doctores,Transporte público,Sí,"Tener una buena coordinación de semáforos y cruces, de modo que no se alente la circulación.

Conservar un carril exclusivo para ciclistas.

Cuidar que los pasos peatonales se respeten y sean igualmente eficientes, para que ni autos particulares ni peatones tengan que esperar demasiado tiempo para poder cruzar la calle.",,,Sí
852,2019-11-11T20:39:21+00:00,41.0,F,Cuauhtémoc,san rafael,Vehículo particular,Sí,se debería empezar a considerar energías limpias para alumbrado de estaciones y funcionamiento de unidades,,,Sí
853,2019-11-11T22:52:52+00:00,37.0,F,Cuauhtémoc,coyoacan,Transporte público,Sí,"Trabajar lo mas pronto posible, habilitar rutas alternas para los autos,",,,Sí
854,2019-11-11T19:50:59+00:00,31.0,F,Cuauhtémoc,Doctores,Transporte público,Sí,"No considero que haya graves afectaciones, solo basta con tener en cuenta los cambios que va a haber en el tránsito vehicular.",,,Sí
855,2019-11-11T14:27:27+00:00,40.0,F,Cuauhtémoc,Roma,"Transporte público, Taxi",Sí,Rapidez en los tiempos de ampliación,,,Sí
856,2019-11-09T21:11:12+00:00,40.0,F,Cuauhtémoc,Tabacalera,Vehículo particular,Sí,"Primero que nada el transporte público ayuda a disminuir el impacto que nosotros los automóviles particulares hacemos en el ambiente y espacio urbano.
Solo recomendaría que cada estación cuente con techos jardín y mecanismos para recolectar el agua. Así como paneles solares para brindar energía a cada estación",,,Sí
857,2019-11-09T07:21:40+00:00,22.0,M,Cuauhtémoc,San Rafael,Transporte público,Sí,No cortar árboles,Que no reduzca muchos carriles,,Sí
858,2019-11-08T21:00:54+00:00,42.0,M,Cuauhtémoc,San Simon Tolnahuac,"Bicicleta, Transporte público",Parcialmente,,LA RUTA DEBE DE CONTAR  CICLOVIA Y  BICIESTACIONAMIENTOS MASIVOS EN TERMINALES Y/O ESTACIONES CON MAYOR AFLUENCIA,,Sí
859,2019-11-08T19:40:55+00:00,22.0,M,Cuauhtémoc,Roma Norte,"Bicicleta, Transporte público",Sí,"Ahondar en cuestiones de impacto ambiental, y sobre todo, temas como la disminución del flujo vial durante la construcción y ruido o afectaciones a vecinos de la zona. El estatus del hospital de Xoco es algo muy importante a considerar. ¿Qué tanto afectaría el ruido y la disminución de carriles durante la construcción a pacientes y ambulancias, respectivamente?

La transparencia de recursos y el tiempo estimado para que esté terminado son puntos esenciales.",,,Sí
860,2019-11-08T17:54:22+00:00,30.0,M,Cuauhtémoc,Roma Norte,Transporte público,Sí,Trabajo de noche. Varios frentes de obra simultáneos.,,,Sí
861,2019-11-08T17:38:51+00:00,30.0,F,Cuauhtémoc,Roma Norte,Transporte público,Sí,Trabajos en horas de menos tránsito vehicular,,,Sí
862,2019-11-08T18:31:04+00:00,32.0,F,Cuauhtémoc,Buenavista,Transporte público,Sí,Que se realice por tramos (estación por estación) o de manera paulatina su construcción.,,,Sí
863,2019-11-08T15:54:57+00:00,31.0,M,Cuauhtémoc,Cuauhtémoc,"A pie, Bicicleta, Transporte público",Sí,"Que tanto el carro por el que circula el metro como los carriles vehiculares, estuvieran a la misma altura, ya que en la misma avenida Cuauhtémoc en dónde ya hay metrobus, hay zonas de mucho peligro por la existencia de guarniciones y desniveles.
Oye gran oportunidad es crear un carril bus bici para que los ciclistas podamos circular por el mismo carril del mbus",,,Sí
864,2019-11-08T05:15:01+00:00,35.0,M,Cuauhtémoc,Cuauhtémoc,Bicicleta,Sí,"Una correcta señalización y semaforizacion. Además, Metrobuses lindos.",,,Sí
865,2019-11-08T05:01:01+00:00,59.0,F,Cuauhtémoc,Hipódromo,Transporte público,Sí,"Liberar banquetas de la invasión de mesas de las fondas y bares sobre Cuauhtémoc entre Eje 7A sur hacia Popocatépetl, acera poniente. Imposible caminar. Recuperar la banqueta y reforestar a lo largo del trayecto de la ampliación del metrobús. También los nuevos edificios desde Popocatépetl hasta la Cineteca utilizan la banqueta de estacionamiento, ascenso y descenso, espera de taxis... es espacio público. Se puede reducir la banqueta y hacer el carril de bicicletas en ambos sentidos.",,,Sí
866,2019-11-08T03:42:13+00:00,55.0,F,Cuauhtémoc,San Simón Tolnahuac,Transporte público,Sí,Poner transporte alterno mientras duran los trabajos,,,Sí
867,2019-11-08T02:41:00+00:00,32.0,M,Cuauhtémoc,Roma sur,Transporte público,Sí,Que la duración de tiempo sea lo más corta posible,,,Sí
868,2019-11-08T04:26:36+00:00,29.0,F,Cuauhtémoc,Guerrero,Transporte público,Sí,"Tomar en cuenta que no se necesitan estaciones a media avenida, sino que se pueden aprovechar las banquetas",,,Sí
869,2019-11-07T23:50:08+00:00,30.0,F,Cuauhtémoc,ROMA SUR,Transporte público,Sí,,,,Sí
870,2019-11-07T19:34:01+00:00,30.0,M,Cuauhtémoc,Centro Histórico,Transporte público,Sí,,,,Sí
871,2019-11-07T18:31:27+00:00,38.0,M,Cuauhtémoc,Guerrero,Bicicleta,Sí,Realizar carril bici bus o ciclovía y un programa permanente de vialidad para evitar estacionamientos en la vía e invasión de carriles exclusivos por autos.,,,Sí
872,2019-11-07T18:04:35+00:00,41.0,M,Cuauhtémoc,Escandón,"A pie, Bicicleta, Transporte público",Sí,No hay afectaciones si se sigue el reglamento de Tránsito y los autos dejan de estacionarse hasta en doble fila,,,Sí
873,2019-11-07T23:13:28+00:00,32.0,M,Cuauhtémoc,Cuahutemoc,Bicicleta,Sí,alv las afectaciones.,,,Sí
874,2019-11-07T23:09:38+00:00,25.0,F,Cuauhtémoc,Juárez,"A pie, Bicicleta, Transporte público",Sí,Que se haga también un carril para bicicletas porque los ciclistas somos vulnerables en Av. Cuauhtémoc,,,Sí
875,2019-11-07T23:08:55+00:00,22.0,F,Cuauhtémoc,Tabacalera,Transporte público,Sí,Hacer las estaciones más pequeñas como las de la línea 4,,,Sí
876,2019-11-07T16:51:32+00:00,35.0,F,Cuauhtémoc,Doctores,Bicicleta,Sí,que se hagan los trabajos de noche,,,Sí
877,2019-11-07T21:49:27+00:00,33.0,M,Cuauhtémoc,Roma Sur,Transporte público,Sí,"Evitar que autos se estacionen sobre el eje, hacer cruces seguros e incluyentes A NIVEL en toda la avenida, retirando puentes antipeatonales y muy importante, agregar carril para bicis en el tramo.",,,Sí
878,2019-11-07T16:09:02+00:00,29.0,F,Cuauhtémoc,CUAUHTEMOC,"A pie, Bicicleta, Transporte público",Sí,"Evitar en la medida de lo posible el derribo de árboles, y en su caso que las medidas de mitigación incluyan reforestación en áreas del entorno inmediato.",,,Sí
879,2019-11-07T15:27:37+00:00,31.0,M,Cuauhtémoc,Centro,"A pie, Bicicleta, Transporte público",Sí,"Dar prioridad a los y las peatones, sobre todo en la semaforizacion para ingresar.",,,Sí
880,2019-11-08T19:43:54+00:00,28.0,M,"Cuauhtémoc, Álvaro Obregón",Cuauhtémoc,"A pie, Vehículo particular",Sí,,,,Sí
881,2019-11-07T16:06:18+00:00,39.0,F,"Cuauhtémoc, Benito Juárez",Letrán Valle,"A pie, Bicicleta, Transporte público",Sí,"Recomiendo una campaña haciendo visibles los daños a la salud que genera el uso del automóvil particular, con énfasis en los niños, al igual que el porcentaje de viajes que se hacen en ese medio (solo son 19% según encuesta origen-destino). Para los que quieren un Trolebus en Cuauhtémoc, propongo que también se plantee el proyecto de poner trolebuses en Av. Dr. Vértiz donde ya hay cableado y se puede aprovechar esa infraestructura existente. Que se compren camiones Euro VI y se les de mantenimiento continuo.","Que las estaciones tengan accesos por ambos lados, mejorar señalética y poner audios en cada estación para saber cuál es la estación a la que se llega. Que se aprovechen y amplien las banquetas de Av Cuauhtémoc para sembrar muchos más árboles y así evitar que los autos infrinjan reglamento pues actualmente todo el tiempo se estacionan en banqueta, violando norma de forma impune, pero no pasa nada. Un operativo para liberar continuamente las banquetas de Av Cuauhtémoc y  socializar que ese 19% que usa auto es el más infractor, contaminante y congestionante. Mejorar el TP se trata de poder respetar el derecho a la salud.",,Sí
882,2019-11-14T04:46:16+00:00,28.0,M,Gustavo A. Madero,Ampliación progreso nacional,Bicicleta,Sí,Que el carril confinado sea compartido con la bicicleta,,,Sí
883,2019-11-13T17:47:10+00:00,30.0,F,Gustavo A. Madero,Bondojito,"A pie, Transporte público, Vehículo particular",No,,,"Trabajo en la del Valle sur y mi salida es hacia el circuito el embotellamiento de la zona es increíble sobre todo en horas pico, será imposible el tráfico por todo Cuauhtémoc.",No
884,2019-11-12T18:48:51+00:00,34.0,M,Gustavo A. Madero,Solidaridad Nacional,"Transporte público, Vehículo particular",Sí,Hacerlo por etapas para que no afecte completamente la circulación vehicular,Que sea segura y que por lo menos en las estaciones nuevas se comunique con algun metro o transbordo en el transporte,,Sí
885,2019-11-12T16:56:52+00:00,55.0,M,Gustavo A. Madero,Santa Isabel Tola,Transporte público,Sí,Las afectaciones sólo las padecen los dueños de autos. Lo que llaman afectaciones son cambios necesarios para mejorar la calidad del Transporte Público en la ciudad.,,,No
886,2019-11-12T05:35:48+00:00,25.0,M,Gustavo A. Madero,San Felipe de Jesús,Bicicleta,Sí,"Buen diseño de cruce, para evitar tráfico y vueltas prohibidas, fomentar la cultura vial y armonía entre los distintos medios de transporte y sin duda recomiendo biciestaciobamiento en Etiopía o Zapata",,,Sí
887,2019-11-12T04:19:58+00:00,22.0,M,Gustavo A. Madero,Campestre Aragón,Transporte público,Sí,No tengo ninguna recomendación. El proyecto original me parece el adecuado.,,,Sí
888,2019-11-11T20:01:37+00:00,52.0,M,Gustavo A. Madero,PBLO SAN JUAN DE ARAGON,"Bicicleta, Transporte público",Sí,Sean objetivos en los tiempos,,,Sí
889,2019-11-11T19:45:56+00:00,35.0,F,Gustavo A. Madero,La Pradera,Transporte público,Sí,,,,Sí
890,2019-11-11T01:12:29+00:00,42.0,F,Gustavo A. Madero,Patera Vallejo,"A pie, Transporte público, Taxi",Sí,Quizá se puede hacer con estaciones como las de Reforma para no quitar un carril más para las estaciones.,,,Sí
891,2019-11-11T14:49:04+00:00,37.0,M,Gustavo A. Madero,Patera Vallejo,"Transporte público, Vehículo particular",Sí,"De nada sirve si aumentan la linea del metrobus si no aumentan el numero de autobuses, actualmente la linea del metrobus ya va bastante llena y si aumenta el numero de estaciones sera mucho peor, en ocasiones no se puede ni subir. La intención es muy buena pero de nada sirve tener una linea infinita sin los autobuses suficientes.","De nada sirve si aumentan la linea del metrobus si no aumentan el numero de autobuses, actualmente la linea del metrobus ya va bastante llena y si aumenta el numero de estaciones sera mucho peor, en ocasiones no se puede ni subir. La intención es muy buena pero de nada sirve tener una linea infinita sin los autobuses suficientes.",,Sí
892,2019-11-10T03:11:58+00:00,52.0,M,Gustavo A. Madero,Vasco de Quiroga,Transporte público,Sí,No ocasionar más tráfico así como no dañar áreas verdes y tener la autorización respectiva.,Dentro de los lineamientos establecidos por la autoridad de la CDMX.,,Sí
893,2019-11-09T23:42:34+00:00,61.0,F,Gustavo A. Madero,Nueva Vallejo,"Transporte público, Vehículo particular",Sí,Trabajar lo más rápido posible para minimizar el tiempo de la obra.,,,Sí
894,2019-11-09T21:12:40+00:00,23.0,M,Gustavo A. Madero,Lomas de cuautepec,Transporte público,Sí,Varios frentes de obra simultaneos reduciendo el tiempo de cinstruccion,,,Sí
895,2019-11-09T06:54:43+00:00,25.0,F,Gustavo A. Madero,Ampliación Gabriel Hernández,Transporte público,Sí,No realizar trabajos en hora pico y procurar el mayor avance en horario nocturno,,,Sí
896,2019-11-09T17:29:40+00:00,29.0,M,Gustavo A. Madero,San José de la Escalera,Transporte público,Sí,"Eliminar o desviar cualquier otro medio de transporte colectivo que transite por las mismas avenidas que el Metrobús.
Prohibir el estacionarse sobre las avenidas por donde circulará el Metrobús. 
Hacer uso de autoridades de tránsito en la zona para reforzar el cumplimiento del reglamento de tránsito por parte de los ciudadanos evitando que se estacionen en doble fila o sobre avenidas principales.",,,Sí
897,2019-11-09T17:13:17+00:00,29.0,M,Gustavo A. Madero,Santa Rosa,Transporte público,Sí,NINGUNA,,,Sí
898,2019-11-08T21:46:59+00:00,27.0,M,Gustavo A. Madero,Nueva Atzacoalco,Transporte público,Sí,Tratar que las obras se realicen en el menor tiempo posible.,,,Sí
899,2019-11-08T22:42:53+00:00,32.0,M,Gustavo A. Madero,Providencia,Transporte público,Sí,Comunicación y sensibilización,,,Sí
900,2019-11-08T17:35:12+00:00,26.0,M,Gustavo A. Madero,Lindavista,Transporte público,Sí,,,,Sí
901,2019-11-08T02:41:19+00:00,25.0,M,Gustavo A. Madero,La Esmeralda,Transporte público,Sí,Que se amplíen las zonas verdes o se rescaten parques que están muy estados.,,,Sí
902,2019-11-07T19:30:09+00:00,27.0,M,Gustavo A. Madero,Nueva Atzacoalco,Bicicleta,Sí,El transporte público no generaría afectaciones. Todo lo contrario.,,,Sí
903,2019-11-07T18:00:59+00:00,57.0,F,Gustavo A. Madero,PROGRESO NAL.,Transporte público,Sí,Colocar señalamientos y de ser posible que el trabajo sea por tramos completos.,,,Sí
904,2019-11-07T23:22:46+00:00,35.0,M,Gustavo A. Madero,San José de la escalera,Transporte público,Sí,Yo como ingeniero ambiental digo mi punto de vista y es que está mucho mejor la ampliación así se llegaría más lejos sin tener que bajarte en Etiopía y luego subir al metro pero debería de ampliarse unas estaciones más hasta llegar como a la altura del metro Coyoacán,,,Sí
905,2019-11-14T04:53:56+00:00,23.0,M,Iztacalco,Campamento 2 de Octubre,Transporte público,Sí,Implementar carriles especiales para bicicletas.,,,No
906,2019-11-12T14:41:13+00:00,30.0,F,Iztacalco,Agricola Oriental,Transporte público,Sí,,,,Sí
907,2019-11-11T19:27:27+00:00,34.0,M,Iztacalco,San Francisco Xicaltongo,Vehículo particular,Sí,"Que se trabaje todos los días en todos los turnos, eso provocaría que la obra dure menos y sea menos la afectación  incluyendo que en el horario nocturno se puede cerrar ciertos tramos y trabajar más rápido.",,,No
908,2019-11-11T18:12:10+00:00,41.0,F,Iztacalco,Reforma Iztaccihuatl,Vehículo particular,No,,,"Básicamente porque actualmente existen medios de transporte en esa Zona (METRO y Transporte Publico) y los que utilizamos esa avenida como medio de transporte para llegar a nuestro trabajo sería un CAOS e incrementaría el tiempo que pasemos en el coche. 
Adicional, la reducción de carriles durante este proceso, también incrementa en la contaminación y contingencia ambiental",No
